message_length,word_count,num_digits,num_uppercase,has_free,has_call,has_win,has_prize,has_txt,has_urgent,has_url,has_phone,exclamation_count,question_count,label
57,11,0,2,0,0,0,0,1,0,0,0,0,0,0
81,21,0,4,0,0,0,0,0,0,0,0,1,1,0
76,16,1,2,0,0,0,0,0,0,0,0,0,0,0
160,26,1,10,0,1,0,0,0,0,0,0,0,0,0
183,36,0,4,0,0,0,0,0,0,0,0,1,0,0
44,10,0,1,0,0,0,0,0,0,0,0,0,0,0
95,17,0,2,0,0,0,0,0,0,0,0,0,0,0
43,10,0,3,0,0,0,1,0,0,0,0,0,0,0
82,14,0,1,0,0,0,0,0,0,0,0,0,0,0
115,24,0,5,0,0,0,0,0,0,0,0,1,0,0
30,6,0,2,0,0,0,0,0,0,0,0,0,0,0
40,8,0,1,0,0,0,0,0,0,0,0,0,1,0
31,5,0,1,0,0,0,0,0,0,0,0,0,0,0
96,24,1,3,0,0,0,0,0,0,0,0,0,0,0
159,27,22,21,0,1,1,1,0,0,0,1,1,0,1
143,24,0,4,0,0,0,0,0,0,0,0,0,1,0
156,32,1,11,0,0,0,0,0,0,0,0,2,0,0
153,27,22,2,0,0,1,0,0,0,0,1,0,0,1
72,12,0,2,0,0,0,0,0,0,0,0,2,0,0
86,15,0,2,0,0,0,0,0,0,0,0,0,0,0
144,20,34,16,0,1,0,0,0,0,0,1,1,0,1
157,26,26,25,0,1,0,1,0,1,0,1,2,0,1
53,8,0,0,0,0,0,0,0,0,0,0,0,0,0
156,27,22,3,0,1,0,1,0,0,0,1,0,0,1
52,13,2,2,0,0,0,0,0,0,0,0,0,0,0
40,7,0,3,0,0,0,0,0,0,0,0,0,1,0
20,4,0,1,0,0,0,0,0,0,0,0,0,0,0
244,46,0,4,0,0,0,0,1,0,0,0,0,0,0
22,5,0,1,0,0,0,0,0,0,0,0,0,0,0
107,27,0,75,0,1,0,0,0,0,0,0,2,1,0
28,5,0,1,0,0,0,0,0,0,0,0,0,1,0
9,2,0,1,0,0,0,0,0,0,0,0,0,0,0
39,5,0,2,0,1,0,0,0,0,0,0,0,0,0
25,4,0,1,0,0,0,0,0,0,0,0,0,0,0
126,25,8,14,0,0,1,0,1,0,0,1,1,1,1
162,28,13,16,0,0,0,0,1,0,0,1,1,2,1
38,6,0,2,0,0,0,0,0,0,1,0,0,0,0
34,8,0,2,0,1,0,0,0,0,0,0,0,0,0
46,9,0,2,0,0,0,0,0,0,0,0,0,0,0
155,32,5,12,1,0,0,0,1,0,0,1,0,0,1
86,20,0,5,0,0,0,0,0,0,0,0,0,0,0
33,8,0,1,0,0,0,0,1,0,0,0,0,0,0
27,5,0,2,0,0,0,0,0,0,0,0,0,0,0
158,26,2,5,0,0,0,0,0,0,0,0,0,0,0
42,10,0,2,0,0,0,0,0,0,0,0,0,1,0
25,7,0,1,0,0,0,0,0,0,0,0,0,0,0
48,10,0,1,0,0,0,0,0,0,0,0,0,1,0
159,29,14,9,1,0,0,0,1,0,0,1,0,1,1
84,15,0,1,0,1,0,0,0,0,0,0,0,0,0
33,6,0,1,0,0,0,0,0,0,0,0,0,1,0
30,7,0,1,0,0,0,0,0,0,0,0,0,0,0
45,9,0,1,0,0,1,0,0,0,0,0,0,0,0
59,15,2,1,0,0,0,0,0,0,0,0,0,0,0
25,4,0,2,0,0,0,0,0,0,0,0,0,0,0
160,26,1,10,0,1,0,0,0,0,0,0,0,0,0
384,80,0,5,0,0,1,0,0,0,0,0,0,0,0
28,5,0,1,0,0,0,0,0,0,0,0,0,1,0
27,5,0,1,0,0,0,0,0,0,0,0,0,0,0
157,33,0,7,0,0,0,0,0,0,0,0,0,6,0
124,19,11,5,0,1,0,0,0,0,0,1,0,0,1
146,27,20,2,0,0,1,1,0,0,0,1,0,0,1
115,24,0,4,0,0,0,0,0,0,0,0,0,0,0
64,13,0,1,0,0,0,0,0,0,0,0,0,0,0
85,19,0,3,0,0,0,0,0,0,0,0,0,0,0
152,24,13,31,0,0,0,0,0,0,1,1,0,1,1
155,30,1,20,0,0,0,0,0,0,0,0,0,0,1
51,10,0,1,0,0,0,0,0,0,0,0,0,0,0
157,27,18,22,0,1,1,1,0,1,0,1,1,0,1
74,13,0,1,0,0,0,0,0,0,0,0,0,1,0
67,13,0,3,0,0,0,0,0,0,0,0,0,0,0
59,10,0,1,0,0,0,0,0,0,0,0,0,0,0
50,10,0,10,0,0,0,0,0,0,0,0,0,0,0
94,20,1,4,1,1,0,0,0,0,0,0,0,0,0
33,6,0,1,0,0,0,0,0,0,0,0,0,1,0
105,21,0,3,0,0,0,0,0,0,0,0,0,0,0
61,11,0,2,0,0,0,0,0,0,0,0,0,0,0
65,14,0,1,0,1,0,0,0,0,0,0,0,0,0
26,6,0,1,0,0,0,0,0,0,0,0,0,1,0
146,30,0,1,1,0,1,0,0,0,0,0,0,0,0
66,16,0,2,0,0,0,0,1,0,0,0,0,0,0
126,25,0,17,1,0,0,0,0,0,0,0,1,0,0
159,31,1,4,0,0,0,0,0,0,0,0,0,0,0
23,6,0,2,0,0,0,0,0,0,0,0,0,0,0
65,13,0,1,0,0,0,0,0,0,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0,0,0,0,1,0
26,4,0,1,0,0,0,0,0,0,0,0,0,0,0
152,32,0,6,0,0,0,0,0,0,0,0,1,5,0
34,7,0,1,0,0,0,0,0,0,0,0,0,0,0
149,24,22,13,1,1,1,1,0,0,0,0,1,0,1
55,13,0,3,0,0,0,0,0,0,0,0,0,0,0
88,19,0,3,0,0,0,0,0,0,0,0,0,0,0
72,10,2,3,0,0,0,0,0,0,1,0,0,1,1
185,38,0,5,0,0,0,0,0,0,0,0,0,0,0
37,6,0,1,0,0,0,0,0,0,0,0,0,0,0
111,22,0,2,0,0,0,0,0,0,0,0,0,0,0
92,19,1,3,0,0,0,0,0,0,0,0,0,1,0
28,7,0,1,0,0,0,0,0,0,0,0,0,0,0
28,6,0,1,0,0,0,0,0,0,0,0,0,0,0
64,14,1,1,0,0,0,0,0,0,0,0,0,2,0
131,30,0,4,0,0,0,0,1,0,0,0,1,1,0
40,8,0,4,0,0,0,0,0,0,0,0,0,1,0
28,5,0,1,0,0,0,0,0,0,0,0,0,0,0
84,18,0,2,0,0,0,0,1,0,0,0,0,0,0
174,26,0,28,0,0,0,0,0,0,0,0,0,0,0
24,3,0,1,0,0,0,0,0,0,0,0,0,0,0
25,7,2,1,0,1,0,0,0,0,0,0,0,0,0
64,13,0,2,0,0,0,0,0,0,0,0,0,0,0
156,32,1,11,0,0,0,0,0,0,0,0,2,0,0
28,5,0,1,0,0,0,0,0,0,0,0,0,0,0
86,13,0,8,0,0,0,0,0,0,0,0,0,0,0
39,9,0,1,0,0,0,0,0,0,0,0,1,0,0
73,14,0,2,0,0,0,0,0,0,0,0,0,0,0
26,6,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2,0,1,0,0,0,0,0,0,0,0,0,0,0
24,5,0,3,0,0,0,0,0,0,0,0,0,0,0
31,6,0,2,0,0,0,0,0,0,0,0,1,1,0
58,9,0,1,0,0,0,0,0,0,0,0,0,0,0
48,9,0,2,0,0,0,0,0,0,0,0,0,0,0
41,7,0,1,0,0,0,0,0,0,0,0,0,1,0
32,8,1,1,0,0,0,0,0,0,0,0,0,0,0
159,35,0,4,0,0,0,0,0,0,0,0,0,0,0
25,6,0,2,0,0,0,0,0,0,0,0,0,0,0
161,30,0,1,0,1,0,0,0,1,0,0,0,0,0
22,4,0,2,0,1,0,0,0,0,0,0,0,0,0
119,26,0,4,0,0,0,0,0,0,0,0,0,0,0
143,21,31,20,0,0,0,0,1,0,1,1,2,0,1
69,13,0,2,0,1,0,0,0,0,0,0,0,0,0
137,30,2,15,1,0,0,0,1,0,0,0,0,2,1
30,5,0,1,0,0,0,0,0,0,0,0,0,0,0
165,27,0,8,0,0,0,0,0,0,0,0,0,0,0
34,8,0,1,0,0,0,0,0,0,0,0,0,0,0
109,20,0,2,0,0,0,0,0,0,0,0,0,0,0
37,8,0,1,0,0,0,0,0,0,0,0,0,0,0
33,6,0,2,0,0,0,0,0,0,0,0,0,0,0
48,8,0,1,0,0,0,0,0,0,0,0,0,0,0
157,34,7,17,0,0,0,0,1,0,0,0,0,0,1
50,9,0,2,0,0,0,0,0,0,0,0,0,0,0
65,15,0,1,0,0,0,0,0,0,0,0,0,0,0
38,7,0,1,0,0,0,0,0,0,0,0,0,2,0
145,27,0,20,0,0,1,0,0,0,0,0,1,0,0
145,25,24,5,0,1,0,0,0,0,0,1,0,0,1
51,10,0,1,0,0,0,0,0,0,0,0,0,0,0
45,7,0,38,0,0,0,0,0,0,0,0,0,0,0
83,16,0,3,0,0,0,0,0,0,0,0,0,0,0
155,32,1,2,0,0,0,0,0,0,0,0,0,0,0
37,6,0,1,0,0,0,0,0,0,0,0,0,1,0
78,17,0,3,0,0,0,0,0,0,0,0,0,0,0
30,8,0,1,0,1,0,0,0,0,0,0,0,0,0
31,6,1,1,0,0,1,0,0,0,0,0,0,0,0
146,30,0,4,0,0,0,0,0,0,0,0,0,0,0
150,23,22,12,1,0,1,1,1,0,1,1,0,0,1
44,8,1,2,0,0,0,0,0,0,0,0,0,0,0
179,34,0,3,0,0,1,0,0,0,0,0,1,0,0
27,5,0,1,0,0,0,0,0,0,0,0,0,2,0
179,37,2,2,0,0,0,0,0,0,0,0,0,0,0
38,7,0,1,0,0,0,0,0,0,0,0,0,0,0
97,18,0,2,0,0,0,0,0,0,0,0,0,0,0
43,10,0,2,0,0,0,0,0,0,0,0,0,0,0
36,9,0,2,0,0,0,0,0,0,0,0,0,1,0
154,27,14,21,0,1,0,0,1,0,0,1,0,4,1
74,15,0,7,0,0,0,0,0,0,0,0,4,1,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85,18,0,3,0,0,0,0,0,0,0,0,0,0,0
51,11,10,28,0,0,0,0,0,0,0,1,1,0,0
121,25,13,2,0,0,0,0,1,0,0,1,0,0,1
26,6,0,2,0,0,0,0,0,0,0,0,0,0,0
35,7,0,2,0,0,0,0,0,0,0,0,0,0,0
47,11,0,1,0,0,0,0,0,0,0,0,0,0,0
159,27,19,20,1,0,0,0,1,0,1,1,3,1,1
47,9,0,3,0,0,0,0,0,0,0,0,0,1,0
133,24,0,6,1,0,0,0,0,0,0,0,1,0,1
53,9,0,1,0,0,0,0,0,0,0,0,0,0,0
147,29,0,2,0,0,0,0,0,0,0,0,0,0,0
155,25,12,26,0,0,1,0,0,0,1,1,1,0,1
37,9,1,2,0,0,0,0,0,0,0,0,0,0,0
31,6,0,2,0,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38,9,0,1,0,0,0,0,0,0,0,0,0,0,0
30,7,0,2,0,0,0,0,0,0,0,0,0,0,0
47,11,0,2,0,0,0,0,0,0,0,0,0,1,0
56,10,0,3,0,0,1,0,0,0,0,0,0,3,0
22,5,0,1,0,1,0,0,0,0,0,0,0,1,0
19,4,0,1,0,0,0,0,0,0,0,0,0,0,0
29,7,0,2,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
121,25,0,3,0,0,0,0,0,0,0,0,0,0,0
58,13,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
148,35,1,0,0,1,0,0,0,0,0,0,0,1,0
160,33,0,10,0,1,0,0,0,0,0,0,0,0,0
152,21,0,1,0,0,0,0,0,0,0,0,0,0,0
37,8,0,1,0,0,0,0,0,0,0,0,0,1,0
55,13,0,2,0,0,0,0,0,0,0,0,0,1,0
21,5,1,1,0,0,0,0,0,0,0,0,0,0,0
22,5,0,1,0,0,0,0,0,0,0,0,0,0,0
50,7,0,2,0,0,0,0,0,0,0,0,0,0,0
159,29,13,22,1,1,0,0,0,0,0,0,0,0,1
67,12,0,10,0,0,0,0,0,0,0,0,0,0,0
153,35,0,34,0,0,0,0,0,0,0,0,0,0,0
51,11,0,2,0,0,0,0,0,0,0,0,0,0,0
67,12,0,2,0,0,0,0,0,0,0,0,0,1,0
88,17,0,3,0,0,0,0,0,0,0,0,0,0,0
157,31,0,3,0,0,0,0,0,0,0,0,0,1,0
91,21,0,2,0,0,0,0,0,0,0,0,1,1,0
24,5,0,1,0,0,0,0,0,0,0,0,0,0,0
146,23,8,19,0,0,0,0,0,0,1,0,2,0,1
57,11,0,3,0,0,0,0,0,0,0,0,0,0,0
26,7,0,1,0,0,0,0,0,0,0,0,0,1,0
71,14,0,2,0,0,1,0,0,0,0,0,0,0,0
138,24,5,10,0,0,0,0,1,0,0,1,0,0,1
55,10,0,2,0,0,0,0,0,0,0,0,0,1,0
156,24,3,26,0,0,0,0,0,0,0,0,0,1,0
134,25,18,21,0,0,1,0,1,0,0,1,1,1,1
119,24,0,1,0,1,0,0,0,0,0,0,0,0,0
142,33,2,7,0,0,0,0,0,0,0,0,0,0,0
41,10,0,2,0,0,0,0,0,0,0,0,0,0,0
26,3,0,1,0,0,0,0,0,0,0,0,0,0,0
119,24,1,4,0,0,0,0,0,0,0,0,0,0,0
46,9,0,1,0,0,0,0,0,0,0,0,0,0,0
157,27,13,13,1,1,0,0,0,0,0,1,2,1,1
23,4,0,1,0,0,0,0,0,0,0,0,0,0,0
51,10,0,2,0,0,0,0,0,0,0,0,0,0,0
62,13,0,3,0,0,0,0,0,0,0,0,0,0,0
107,28,4,1,0,0,0,0,0,0,0,0,0,0,0
157,31,0,7,0,0,0,0,0,0,0,0,1,0,0
30,6,0,2,0,0,0,0,0,0,0,0,0,1,0
32,3,0,1,0,1,0,0,0,0,0,0,0,0,0
31,6,0,1,0,0,0,0,0,0,0,0,0,1,0
79,16,0,1,0,0,0,0,0,0,0,0,0,0,0
32,6,0,1,0,0,0,0,1,0,0,0,0,0,0
86,20,0,3,0,0,0,0,1,0,0,0,0,0,0
22,3,0,1,0,0,0,0,0,0,0,0,0,0,0
76,14,0,2,0,0,0,0,0,1,0,0,0,1,0
128,24,12,5,0,1,0,0,0,0,0,0,2,0,1
232,43,0,4,0,0,0,0,0,0,0,0,0,0,0
159,27,23,9,0,0,1,0,0,0,0,1,2,0,1
45,10,0,3,0,0,0,0,0,0,0,0,1,1,0
57,11,0,2,0,0,1,0,0,0,0,0,0,1,0
26,3,0,1,0,0,0,0,0,0,0,0,0,0,0
22,4,0,2,0,1,0,0,0,0,0,0,0,0,0
41,8,0,2,0,1,0,0,0,0,0,0,0,1,0
28,6,0,1,0,0,0,0,0,0,0,0,0,0,0
151,31,4,5,0,0,0,0,1,0,0,0,2,0,0
29,5,0,1,0,0,0,0,0,0,0,0,0,1,0
34,7,0,1,0,0,0,0,0,0,0,0,0,0,0
52,9,0,1,0,0,0,0,0,0,0,0,0,0,0
33,3,0,1,0,0,0,0,0,0,0,0,0,0,0
85,20,0,4,0,0,0,0,0,0,0,0,0,0,0
31,5,0,1,0,0,0,0,0,0,0,0,0,0,0
111,20,8,15,0,0,0,0,1,0,1,1,0,2,1
78,15,0,4,0,0,0,0,0,0,0,0,0,0,0
50,10,0,2,0,0,0,0,0,0,0,0,0,0,0
63,15,0,2,0,0,0,0,0,0,0,0,0,0,0
148,30,0,28,0,1,0,0,0,0,0,0,1,1,0
129,28,0,3,0,0,0,0,0,0,0,0,0,1,0
45,8,1,26,0,0,0,0,0,0,0,0,0,0,0
202,34,0,24,0,1,0,0,0,0,0,0,0,0,0
150,23,22,12,1,0,1,1,1,0,1,1,0,0,1
148,22,28,16,0,0,0,1,0,0,0,1,0,0,1
168,31,0,10,0,0,0,0,0,0,0,0,0,0,0
85,17,0,4,0,0,0,0,0,0,0,0,2,0,0
38,6,0,3,0,0,0,0,0,0,0,0,0,0,0
15,4,0,1,0,0,0,0,0,0,0,0,0,0,0
31,5,0,1,0,0,0,0,0,0,0,0,0,0,0
88,16,0,3,0,0,0,0,0,0,0,0,0,0,0
160,34,0,6,0,0,0,0,0,0,0,0,1,3,0
50,12,0,3,0,0,0,0,0,0,0,0,0,0,0
165,25,18,23,1,1,0,0,1,0,0,1,2,0,1
129,16,17,6,0,0,0,0,0,0,1,1,0,0,1
26,5,0,2,0,0,0,0,0,0,0,0,0,2,0
31,6,0,1,0,0,0,0,1,0,0,0,0,0,0
129,29,0,6,0,0,0,0,0,0,0,0,0,0,0
34,9,0,1,0,0,0,0,0,0,0,0,0,0,0
54,10,0,1,0,0,0,0,0,0,0,0,0,0,0
162,37,0,2,0,0,0,0,0,0,0,0,0,0,0
157,26,14,10,0,1,0,0,0,0,0,1,0,0,1
23,5,0,1,0,0,0,0,0,0,0,0,0,0,0
53,9,0,2,0,0,0,0,0,0,0,0,0,0,0
131,25,0,5,0,0,0,0,0,0,0,0,0,0,0
36,7,0,1,0,0,0,0,0,0,0,0,0,0,0
143,27,0,5,0,1,0,0,0,0,0,0,0,0,0
300,57,0,6,0,0,1,0,0,0,0,0,0,0,0
59,12,0,1,0,0,0,0,0,0,0,0,0,0,0
42,9,0,1,0,0,0,0,0,0,0,0,0,0,0
41,10,3,2,0,0,0,0,0,0,0,0,0,0,0
149,22,16,17,1,1,0,0,1,0,0,1,0,0,1
22,6,1,2,0,0,0,0,0,0,0,0,0,0,0
31,6,0,1,0,1,0,0,0,0,0,0,0,0,0
30,7,0,1,0,0,0,0,0,0,0,0,0,0,0
155,26,16,9,1,1,0,0,1,0,0,1,1,1,1
47,9,0,2,0,0,0,0,0,0,0,0,0,1,0
25,5,0,2,0,0,0,0,0,0,0,0,0,1,0
80,16,0,2,0,0,0,0,0,0,0,0,0,2,0
22,5,0,1,0,0,0,0,0,0,0,0,0,0,0
115,28,0,3,0,0,0,0,0,0,0,0,0,0,0
56,11,3,2,0,0,0,0,0,0,0,0,0,2,0
102,16,0,2,0,0,0,1,0,0,0,0,0,0,0
118,26,1,4,0,1,0,0,1,0,0,0,0,0,0
221,43,0,4,0,0,0,0,0,0,0,0,0,0,0
204,30,0,19,0,0,0,0,0,0,0,0,0,0,0
114,16,0,1,0,0,0,0,0,0,0,0,0,0,0
158,32,28,21,1,0,0,0,1,0,0,1,1,1,1
39,9,0,2,0,0,0,0,0,0,0,0,0,0,0
36,7,0,1,0,0,0,0,0,0,0,0,0,0,0
48,9,0,1,0,0,0,0,0,0,0,0,0,0,0
77,13,0,1,0,0,0,0,0,0,0,0,0,0,0
60,14,0,2,0,0,0,0,0,0,0,0,0,0,0
168,32,0,4,0,0,0,0,0,0,0,0,1,1,0
51,9,0,3,0,0,0,0,0,0,0,0,1,2,0
22,3,0,1,0,0,0,0,0,0,0,0,0,0,0
152,21,0,10,0,0,0,0,1,0,1,0,0,0,0
75,17,0,1,0,0,0,0,0,0,0,0,0,0,0
30,8,0,1,0,0,0,0,0,0,0,0,0,0,0
95,20,0,3,0,0,0,0,0,0,0,0,0,0,0
24,5,0,3,0,0,0,0,0,0,0,0,0,0,0
49,6,19,0,0,0,0,0,0,0,0,1,0,0,1
35,7,0,2,0,0,0,0,0,0,0,0,0,0,0
29,7,0,1,0,0,0,0,0,0,0,0,0,0,0
107,18,10,12,1,0,1,0,1,0,1,1,0,0,1
66,14,0,2,0,0,0,0,1,0,0,0,0,0,0
159,32,31,40,0,0,0,0,1,0,0,1,1,0,1
48,8,0,1,0,1,0,0,0,0,0,0,0,0,0
162,27,19,4,0,1,0,0,0,0,0,1,1,0,1
24,5,0,1,0,0,0,0,0,0,0,0,0,0,0
137,22,21,21,0,1,0,1,0,1,0,1,1,0,1
248,33,9,4,0,0,0,0,0,0,0,0,0,1,0
25,6,0,3,0,0,0,0,0,0,0,0,0,0,0
27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,0,1,0,0,0,0,0,0,0,0,0,1,0
69,16,1,2,0,0,0,0,0,0,0,0,0,0,0
150,27,0,5,0,0,0,0,0,1,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0,0,0,0,0,0
80,15,0,1,0,0,0,0,0,0,0,0,0,0,0
157,26,33,15,0,1,0,0,0,0,0,1,1,0,1
25,4,0,1,0,0,0,0,0,0,0,0,0,1,0
73,11,0,2,0,0,0,0,0,0,0,0,0,1,0
89,15,0,2,0,0,0,0,0,0,0,0,0,1,0
58,12,0,2,0,0,0,0,0,0,0,0,0,0,0
36,6,0,1,0,0,0,0,0,0,0,0,0,0,0
76,15,2,2,0,0,0,0,1,0,0,0,0,0,0
47,11,0,2,0,0,0,0,0,0,0,0,0,0,0
104,16,0,1,0,0,0,0,0,0,0,0,0,0,0
38,8,0,3,0,0,0,0,0,0,0,0,0,0,0
69,17,0,3,0,0,0,0,0,0,0,0,0,0,0
22,4,0,2,0,1,0,0,0,0,0,0,0,0,0
66,9,0,56,0,0,0,0,0,0,0,0,1,0,0
94,19,0,3,0,0,0,0,0,0,0,0,0,1,0
70,12,0,1,0,0,0,0,0,0,0,0,0,0,0
73,14,0,1,0,0,1,0,0,0,0,0,0,0,0
42,9,0,4,0,0,0,0,0,0,0,0,0,1,0
17,4,2,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,0,1,0,0
45,10,0,1,0,0,0,0,0,0,0,0,0,0,0
57,9,0,1,0,0,0,0,0,0,0,0,0,2,0
105,21,0,2,0,0,0,0,0,0,0,0,0,0,0
164,28,19,7,1,1,0,0,1,0,0,1,0,1,1
47,10,0,2,0,0,0,0,0,0,0,0,0,0,0
117,25,0,88,0,0,0,0,0,0,0,0,0,0,0
158,28,0,2,0,0,0,0,0,0,0,0,0,0,0
79,17,3,2,0,1,0,0,0,0,0,0,0,0,0
142,22,0,1,0,0,0,0,0,0,0,0,0,0,0
62,15,0,2,0,0,0,0,0,0,0,0,0,1,0
71,13,0,4,0,0,0,0,0,0,0,0,0,0,0
